,img,avg,0,1,10,11,2,3,4,5,6,7,8,9
1,cesteria_01,1246.2954548379143,1395.955833749681,1653.7025315302135,1359.3635374090068,1106.7568953280545,1554.015182919392,1359.3048999699104,1217.2256315825366,1637.761868318114,1975.9796788870972,1485.523028685688,1538.0451169237228,1211.4207949287525
2,cesteria_02,333.2542687751305,393.53975932318906,444.8871999025848,374.6870772363741,284.1728575068545,377.2034926829656,371.02969296975607,354.35994514802684,393.6262959397411,432.5663934000029,415.8680682906305,393.74191745927567,384.9896878936831
3,cesteria_03,1184.5811274115354,1175.352100838763,1307.522738781467,1241.9689924525169,867.8392038543539,1278.6300251569487,1248.5234547192242,1020.7476112898048,1329.734030851543,1885.816142913091,1417.502202115801,1474.944013410105,1152.1753628304605
4,cesteria_04,698.0269550914511,732.4113695278561,901.1276124472844,863.5500438031074,562.4118273940118,715.6825869367851,748.2432333759145,665.7408137477335,782.1033293615812,1057.0893563293855,741.6526038944642,924.8018923571788,762.2590478908202
5,cesteria_05,1215.0701221292252,1181.0914696958937,1389.684295928713,1297.2358193963885,867.3597132288319,1327.678543681892,1317.6293967000267,1045.7017511811337,1678.0556906277357,1595.2474248391673,1827.5408881045512,1392.5790981955586,1140.2613026790425
6,cesteria_06,1447.1161371820058,1534.5879763572389,1699.9104948208956,1563.5598901583344,1465.564520091975,1486.680924555948,1762.5439272285575,1339.6493683988688,1621.1805272692934,1792.268887738704,1594.9172908836877,1667.7355604836412,1444.8444144257403
7,cesteria_07,794.1628773887387,957.1134403713734,943.2216038589866,878.5206925049409,685.7220335648547,870.9345658582811,987.1590811936144,769.193848257007,800.2589074926087,1131.7737256350424,756.9401868560159,899.3593539351584,711.1184006093918
8,cesteria_08,1494.3298722357454,1824.008136223448,1754.6678205403011,1484.1981683936938,1326.87271357083,1752.7151677248648,1417.5843730786237,1427.370282057285,1764.1823234886676,2598.4041758165304,1591.49777606044,1619.477111902701,1422.500990938499
9,cesteria_09,568.1029999429379,642.1977052774098,671.8881416821343,569.4204893288509,528.5173997165889,610.0151221209812,567.2952313927688,572.6463684416817,634.5450023071191,631.8095652057789,699.9651459232094,641.1255480687616,585.5361886457843
10,cesteria_10,598.4918561085569,748.0320778047188,805.9560820179443,611.7123616106387,443.6600670064379,801.3994623118945,810.2730369767871,536.858864870085,782.932097169396,850.744268255368,725.9782282912588,669.8860816629236,409.00761934334287
11,jarra_01,673.8014282036577,783.5710011826757,702.4129202945401,682.1040084856935,632.4616595874093,736.9326038597975,729.6741792832502,825.518327267024,911.627884104292,887.5104261188967,645.0891535490191,1015.366841293287,747.428289133401
12,jarra_02,1106.438038874268,1232.11676808737,1376.4755362447331,1049.2980432820395,916.9645170843498,1172.0044208739623,1175.8236379145592,982.9058808124898,1153.7222378199122,1475.2213298256247,1300.4731122761175,1409.757612683195,1076.4947356102257
13,jarra_03,855.3798960837761,1006.86382199066,942.0678561036711,853.018716693943,666.1005529530667,970.534861130282,1172.6777627293654,849.3254588175614,1152.0964208916862,1177.1425796803612,962.8657971103952,1152.1938742916093,957.462927982295
14,jarra_04,890.9720366936137,1032.3536635169294,1036.4202651904848,1064.2087037393062,745.1685847660833,992.3530491406624,1005.2305036300776,880.7681621057177,1060.5508971489255,1259.9384726820915,981.3267141311932,1324.6979744847654,1047.232195583572
15,jarra_05,949.780946222151,1015.6716132721442,1352.0015307600186,958.3578936798884,984.3501925079324,863.4515168814739,1071.3941001297617,927.8965505013203,1065.3952757737766,1155.0172776833265,1170.0314637989918,1240.361011345029,742.1808623047109
16,jarra_06,1327.4340796916456,1519.8870920388315,1505.9682820626322,1507.454459646475,1026.892596009595,1400.0730493286987,1389.5229065906278,1232.236699615372,1659.5788227268283,1642.5884157485166,1427.0963282936937,1835.810285154948,1508.6042557806568
17,jarra_07,954.4663139324978,1036.1277989486937,1058.3377395147727,977.7732524619884,847.1995976584936,1030.0810496605254,1184.0413799288872,919.3015326744052,978.2653932768992,1095.4263062315033,1047.2734154075415,1175.6400853486384,1157.4475338330349
18,jarra_08,1376.5796753246138,1483.694562750482,1850.4397094512635,1417.5223594454783,1113.444073304854,1532.694594935152,1441.451624183651,1301.4267254969154,1592.2612840835473,1772.7885817443223,1651.9358758004812,1710.87908822994,1436.8130374864968
19,jarra_09,926.02075537868,817.2521654100142,913.0432248581216,1050.5279074524572,817.7242736809062,944.04083113591,1047.7694672205562,831.5540894908418,1060.651216125469,1267.7415127277698,1139.893137194008,1132.5715837043745,830.7263986205473
20,jarra_10,527.1407418516362,582.7933529785316,550.3225201842671,569.4982057271866,431.06255583138,566.8072932384921,603.5534431566514,546.6431600705274,635.9484717785729,742.778294719745,533.3638446258853,694.3091812805324,570.8284364017635
